step,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
1,PAYMENT,6444.64,12019.0,5574.36,0.0,0.0,0,0
1,DEBIT,5149.66,4782.0,0.0,52752.0,24044.18,0,0
1,PAYMENT,7292.16,216827.0,209534.84,0.0,0.0,0,0
1,CASH_OUT,47458.86,209534.84,162075.98,52120.0,0.0,0,0
1,CASH_OUT,136872.92,162075.98,25203.05,217806.0,0.0,0,0
1,CASH_OUT,94253.33,25203.05,0.0,99773.0,965870.05,0,0
1,PAYMENT,2998.04,12030.0,9031.96,0.0,0.0,0,0
1,PAYMENT,3454.08,9031.96,5577.88,0.0,0.0,0,0
1,PAYMENT,4316.2,10999.0,6682.8,0.0,0.0,0,0
1,PAYMENT,2131.84,224.0,0.0,0.0,0.0,0,0
1,PAYMENT,12986.61,23350.0,10363.39,0.0,0.0,0,0
1,TRANSFER,42712.39,10363.39,0.0,57901.66,24044.18,0,0
1,TRANSFER,77957.68,0.0,0.0,94900.0,22233.65,0,0
1,TRANSFER,17231.46,0.0,0.0,24672.0,0.0,0,0
1,TRANSFER,78766.03,0.0,0.0,103772.0,277515.05,0,0
1,TRANSFER,224606.64,0.0,0.0,354678.92,0.0,0,0
1,TRANSFER,125872.53,0.0,0.0,348512.0,3420103.09,0,0
1,TRANSFER,379856.23,0.0,0.0,900180.0,19169204.93,0,0
1,TRANSFER,1505626.01,0.0,0.0,29031.0,5515763.34,0,0
1,TRANSFER,554026.99,0.0,0.0,579285.56,0.0,0,0
1,TRANSFER,147543.1,0.0,0.0,223220.0,16518.36,0,0
1,TRANSFER,761507.39,0.0,0.0,1280036.23,19169204.93,0,0
1,TRANSFER,1429051.47,0.0,0.0,2041543.62,19169204.93,0,0
1,TRANSFER,358831.92,0.0,0.0,474384.53,3420103.09,0,0
1,TRANSFER,367768.4,0.0,0.0,370763.1,16518.36,0,0
1,TRANSFER,209711.11,0.0,0.0,399214.71,2415.16,0,0
1,TRANSFER,583848.46,0.0,0.0,667778.0,2107778.11,0,0
1,TRANSFER,1724887.05,0.0,0.0,3470595.1,19169204.93,0,0
1,TRANSFER,710544.77,0.0,0.0,738531.5,16518.36,0,0
1,TRANSFER,581294.26,0.0,0.0,5195482.15,19169204.93,0,0
1,TRANSFER,11996.58,0.0,0.0,40255.0,0.0,0,0
1,PAYMENT,2875.1,15443.0,12567.9,0.0,0.0,0,0
1,PAYMENT,8586.98,3763.0,0.0,0.0,0.0,0,0
1,PAYMENT,871.75,19869.0,18997.25,0.0,0.0,0,0
1,PAYMENT,1035.36,71636.0,70600.64,0.0,0.0,0,0
1,PAYMENT,1063.53,83084.0,82020.47,0.0,0.0,0,0
1,PAYMENT,1019.9,204237.0,203217.1,0.0,0.0,0,0
1,PAYMENT,4059.38,26304.0,22244.62,0.0,0.0,0,0
1,PAYMENT,1876.44,182.0,0.0,0.0,0.0,0,0
1,CASH_OUT,28404.6,0.0,0.0,51744.0,0.0,0,0
1,CASH_OUT,75405.1,0.0,0.0,104209.0,46462.23,0,0
1,CASH_OUT,50101.88,0.0,0.0,67684.0,9940339.29,0,0
1,CASH_OUT,14121.82,0.0,0.0,52679.0,10963.66,0,0
1,CASH_OUT,78292.91,0.0,0.0,121112.0,95508.95,0,0
1,CASH_OUT,176149.9,0.0,0.0,259813.0,46820.71,0,0
1,CASH_OUT,212228.35,0.0,0.0,429747.0,1178808.14,0,0
1,CASH_OUT,85423.63,0.0,0.0,5776776.41,19169204.93,0,0
1,CASH_OUT,11648.5,0.0,0.0,260976.0,971418.91,0,0
1,PAYMENT,6165.58,20925.0,14759.42,0.0,0.0,0,0
1,PAYMENT,3705.83,41903.46,38197.63,0.0,0.0,0,0
1,CASH_OUT,419801.4,38197.63,0.0,499962.0,1517262.16,0,0
1,CASH_OUT,335416.51,144478.0,0.0,295.0,52415.15,0,0
1,PAYMENT,3372.29,41398.0,38025.71,0.0,0.0,0,0
1,PAYMENT,661.43,14078.0,13416.57,0.0,0.0,0,0
1,DEBIT,864.68,69836.0,68971.32,12040.0,43691.09,0,0
1,PAYMENT,1203.44,29941.0,28737.56,0.0,0.0,0,0
1,TRANSFER,330757.04,103657.0,0.0,79676.0,1254956.07,0,0
1,PAYMENT,1915.43,11450.0,9534.57,0.0,0.0,0,0
1,PAYMENT,8.73,81313.0,81304.27,0.0,0.0,0,0
1,DEBIT,3058.8,18138.0,15079.2,11054.0,8917.54,0,0
1,PAYMENT,5154.97,9476.0,4321.03,0.0,0.0,0,0
1,PAYMENT,5213.25,36380.0,31166.75,0.0,0.0,0,0
1,PAYMENT,5392.75,50757.0,45364.25,0.0,0.0,0,0
1,PAYMENT,25.12,61663.0,61637.88,0.0,0.0,0,0
1,PAYMENT,17150.89,61637.88,44486.99,0.0,0.0,0,0
1,TRANSFER,679502.24,290.0,0.0,171866.0,3940085.21,0,0
1,TRANSFER,177652.91,23720.0,0.0,55.0,4894.45,0,0
1,PAYMENT,5443.26,236997.0,231553.74,0.0,0.0,0,0
1,PAYMENT,244.87,257978.49,257733.62,0.0,0.0,0,0
1,PAYMENT,8281.57,257733.62,249452.05,0.0,0.0,0,0
1,PAYMENT,1175.59,20509.0,19333.41,0.0,0.0,0,0
1,PAYMENT,1097.74,24866.0,23768.26,0.0,0.0,0,0
1,TRANSFER,184986.8,39588.0,0.0,52340.0,97263.78,0,0
1,PAYMENT,1718.29,117811.0,116092.71,0.0,0.0,0,0
1,PAYMENT,3671.32,100094.0,96422.68,0.0,0.0,0,0
1,DEBIT,3580.26,2565.0,0.0,21185.0,18910.85,0,0
1,PAYMENT,8550.9,40060.0,31509.1,0.0,0.0,0,0
1,PAYMENT,9753.55,60829.0,51075.45,0.0,0.0,0,0
1,PAYMENT,3026.98,31139.0,28112.02,0.0,0.0,0,0
1,CASH_OUT,467177.03,28112.02,0.0,975121.0,22190.99,0,0
1,DEBIT,3875.99,259138.0,255262.01,608925.82,2415.16,0,0
1,PAYMENT,2148.89,31213.0,29064.11,0.0,0.0,0,0
1,PAYMENT,466.97,80030.0,79563.03,0.0,0.0,0,0
1,CASH_OUT,154139.72,79563.03,0.0,410433.04,1254956.07,0,0
1,CASH_OUT,82685.93,0.0,0.0,833216.44,3420103.09,0,0
1,CASH_OUT,83857.23,0.0,0.0,215457.59,16997.22,0,0
1,CASH_OUT,99109.77,0.0,0.0,299314.82,16997.22,0,0
1,CASH_OUT,187726.67,0.0,0.0,190573.0,1567434.81,0,0
1,CASH_OUT,281339.92,0.0,0.0,612801.81,2415.16,0,0
1,CASH_OUT,186447.51,0.0,0.0,5862200.03,19169204.93,0,0
1,CASH_OUT,81029.86,0.0,0.0,105343.0,8496.61,0,0
1,CASH_OUT,139054.95,0.0,0.0,182538.03,277515.05,0,0
1,CASH_OUT,154716.2,0.0,0.0,187433.0,3461666.05,0,0
1,CASH_OUT,53631.83,0.0,0.0,83244.0,0.0,0,0
1,CASH_OUT,289645.52,0.0,0.0,871442.79,1412484.09,0,0
1,CASH_OUT,267148.82,0.0,0.0,641975.35,1178808.14,0,0
1,CASH_OUT,47913.58,0.0,0.0,51304.0,0.0,0,0
1,CASH_OUT,193605.38,0.0,0.0,249452.05,0.0,0,0
1,CASH_OUT,344464.4,0.0,0.0,1133312.56,0.0,0,0
1,CASH_OUT,169409.87,0.0,0.0,909124.16,1178808.14,0,0
1,CASH_OUT,25793.74,0.0,0.0,215312.31,49864.36,0,0
1,CASH_OUT,114712.48,0.0,0.0,145400.0,0.0,0,0
1,CASH_OUT,89038.75,0.0,0.0,189808.0,1186556.81,0,0
1,CASH_OUT,1341.58,0.0,0.0,80341.0,557537.26,0,0
1,CASH_OUT,44443.08,0.0,0.0,6048647.54,19169204.93,0,0
1,CASH_OUT,34729.64,0.0,0.0,44853.0,96.88,0,0
1,CASH_OUT,105979.34,0.0,0.0,435962.9,46820.71,0,0
1,CASH_OUT,57794.61,0.0,0.0,99217.58,0.0,0,0
1,CASH_OUT,15918.79,0.0,0.0,24553.0,0.0,0,0
1,CASH_OUT,19162.08,0.0,0.0,60169.0,215851.28,0,0
1,CASH_OUT,220691.42,0.0,0.0,6093090.62,19169204.93,0,0
1,CASH_OUT,9536.54,0.0,0.0,49161.0,130747.56,0,0
1,CASH_OUT,29784.06,0.0,0.0,63553.0,0.0,0,0
1,CASH_OUT,190445.51,0.0,0.0,203679.0,2107965.39,0,0
1,CASH_OUT,57279.11,0.0,0.0,127206.9,64106.18,0,0
1,CASH_OUT,112086.81,0.0,0.0,292728.0,55974.56,0,0
1,CASH_OUT,80311.89,0.0,0.0,87408.0,63112.23,0,0
1,CASH_OUT,151829.91,0.0,0.0,1161088.31,1412484.09,0,0
1,CASH_OUT,26004.52,0.0,0.0,52251.58,0.0,0,0
1,CASH_OUT,3146.16,0.0,0.0,9471.0,593737.38,0,0
1,CASH_OUT,296752.75,0.0,0.0,404814.81,55974.56,0,0
1,CASH_OUT,191702.06,0.0,0.0,272624.5,971418.91,0,0
1,CASH_OUT,365510.05,0.0,0.0,564572.76,1254956.07,0,0
1,CASH_OUT,202332.08,0.0,0.0,342149.2,3461666.05,0,0
1,CASH_OUT,55105.9,0.0,0.0,317952.89,2719172.89,0,0
1,CASH_OUT,171508.59,0.0,0.0,443057.43,0.0,0,0
1,CASH_OUT,178439.26,0.0,0.0,278846.75,1186556.81,0,0
1,CASH_OUT,88834.86,0.0,0.0,464326.57,971418.91,0,0
1,CASH_OUT,210370.09,0.0,0.0,1442298.03,22190.99,0,0
1,CASH_OUT,36437.06,0.0,0.0,154606.0,1363368.51,0,0
1,CASH_OUT,82691.56,0.0,0.0,657983.89,6453430.91,0,0
1,CASH_OUT,338767.1,0.0,0.0,544481.28,3461666.05,0,0
1,CASH_OUT,187728.59,0.0,0.0,394124.51,2107965.39,0,0
1,CASH_OUT,271002.7,0.0,0.0,851368.24,3940085.21,0,0
1,CASH_OUT,323105.08,0.0,0.0,378299.67,1567434.81,0,0
1,CASH_OUT,10782.94,0.0,0.0,100585.0,0.0,0,0
1,CASH_OUT,89962.11,0.0,0.0,157012.19,0.0,0,0
1,CASH_OUT,101940.14,0.0,0.0,105362.0,92307.65,0,0
1,CASH_OUT,163100.34,0.0,0.0,1078534.03,1178808.14,0,0
1,CASH_OUT,136030.66,0.0,0.0,136875.83,0.0,0,0
1,CASH_OUT,68912.23,0.0,0.0,237326.8,97263.78,0,0
1,CASH_OUT,73464.06,0.0,0.0,444779.0,4619798.56,0,0
1,CASH_OUT,106117.28,0.0,0.0,234216.94,51513.44,0,0
1,CASH_OUT,503333.79,0.0,0.0,553161.42,971418.91,0,0
1,CASH_OUT,71991.42,0.0,0.0,81682.58,557537.26,0,0
1,CASH_OUT,91379.93,0.0,0.0,1241634.38,1178808.14,0,0
1,CASH_OUT,26759.05,0.0,0.0,581853.1,2107965.39,0,0
1,CASH_OUT,128487.35,0.0,0.0,701404.75,1567434.81,0,0
1,CASH_OUT,252908.87,0.0,0.0,919763.4,1517262.16,0,0
1,CASH_OUT,64489.64,0.0,0.0,398424.59,16997.22,0,0
1,CASH_OUT,171369.73,0.0,0.0,1122370.94,3940085.21,0,0
1,PAYMENT,4493.29,8258.0,3764.71,0.0,0.0,0,0
1,PAYMENT,12121.5,97058.0,84936.5,0.0,0.0,0,0
1,PAYMENT,2278.19,290.0,0.0,0.0,0.0,0,0
1,PAYMENT,7707.44,99827.0,92119.56,0.0,0.0,0,0
1,PAYMENT,4013.02,92119.56,88106.55,0.0,0.0,0,0
1,PAYMENT,5775.15,132329.0,126553.85,0.0,0.0,0,0
1,PAYMENT,4843.93,51718.0,46874.07,0.0,0.0,0,0
1,PAYMENT,2397.82,20421.0,18023.18,0.0,0.0,0,0
1,PAYMENT,4391.44,228.0,0.0,0.0,0.0,0,0
1,DEBIT,4497.87,107388.0,102890.13,19053.0,5417.23,0,0
1,PAYMENT,7452.89,102397.0,94944.11,0.0,0.0,0,0
1,PAYMENT,3930.81,6032.0,2101.19,0.0,0.0,0,0
1,CASH_OUT,71532.24,2101.19,0.0,74956.0,97128.19,0,0
1,CASH_OUT,61159.51,0.0,0.0,340334.22,51513.44,0,0
1,CASH_OUT,12401.9,0.0,0.0,349763.0,0.0,0,0
1,CASH_OUT,32702.61,0.0,0.0,253053.0,31469.78,0,0
1,PAYMENT,6926.67,152927.0,146000.33,0.0,0.0,0,0
1,PAYMENT,893.57,10676.0,9782.43,0.0,0.0,0,0
1,TRANSFER,480222.51,11110.0,0.0,1293740.67,3940085.21,0,0
1,PAYMENT,3608.41,11150.0,7541.59,0.0,0.0,0,0
1,PAYMENT,5946.79,7541.59,1594.8,0.0,0.0,0,0
1,PAYMENT,6099.96,42133.0,36033.04,0.0,0.0,0,0
1,PAYMENT,372.34,65254.0,64881.66,0.0,0.0,0,0
1,PAYMENT,4635.18,6313782.05,6309146.87,0.0,0.0,0,0
1,PAYMENT,1267.97,6309146.87,6307878.9,0.0,0.0,0,0
1,PAYMENT,6911.99,6307878.9,6300966.92,0.0,0.0,0,0
1,PAYMENT,1795.67,6300966.92,6299171.25,0.0,0.0,0,0
1,PAYMENT,3199.06,6299171.25,6295972.18,0.0,0.0,0,0
1,PAYMENT,10265.17,6295972.18,6285707.02,0.0,0.0,0,0
1,PAYMENT,9029.12,25480.0,16450.88,0.0,0.0,0,0
1,PAYMENT,7600.57,50747.0,43146.43,0.0,0.0,0,0
1,PAYMENT,2057.71,25132.0,23074.29,0.0,0.0,0,0
1,PAYMENT,3823.08,10382.0,6558.92,0.0,0.0,0,0
1,TRANSFER,2806.0,2806.0,0.0,0.0,0.0,1,0
1,CASH_OUT,2806.0,2806.0,0.0,26202.0,0.0,1,0
1,PAYMENT,6737.2,624.0,0.0,0.0,0.0,0,0
1,PAYMENT,9161.98,11128.0,1966.02,0.0,0.0,0,0
1,PAYMENT,1239.06,396386.0,395146.94,0.0,0.0,0,0
1,PAYMENT,365.0,319.0,0.0,0.0,0.0,0,0
1,PAYMENT,5237.54,27105.0,21867.46,0.0,0.0,0,0
1,PAYMENT,2618.76,21867.46,19248.7,0.0,0.0,0,0
1,PAYMENT,339.82,12076.0,11736.18,0.0,0.0,0,0
1,DEBIT,1393.46,100068.0,98674.54,26446.0,318637.36,0,0
1,PAYMENT,2731.37,17540.0,14808.63,0.0,0.0,0,0
1,PAYMENT,8364.73,81.0,0.0,0.0,0.0,0,0
1,PAYMENT,6598.71,16392.0,9793.29,0.0,0.0,0,0
1,PAYMENT,4304.58,10708.0,6403.42,0.0,0.0,0,0
1,PAYMENT,2867.14,943.0,0.0,0.0,0.0,0,0
1,PAYMENT,2946.38,0.0,0.0,0.0,0.0,0,0
1,PAYMENT,507.12,87005.0,86497.88,0.0,0.0,0,0
1,PAYMENT,3020.86,50361.0,47340.14,0.0,0.0,0,0
1,PAYMENT,8948.03,11137.0,2188.97,0.0,0.0,0,0
1,CASH_OUT,280877.92,2188.97,0.0,462914.23,16997.22,0,0
1,PAYMENT,1084.9,13727.0,12642.1,0.0,0.0,0,0
1,PAYMENT,9456.69,12642.1,3185.41,0.0,0.0,0,0
1,PAYMENT,5812.36,3185.41,0.0,0.0,0.0,0,0
1,TRANSFER,157883.07,46547.0,0.0,72793.0,353532.56,0,0
1,PAYMENT,2734.77,4511.0,1776.23,0.0,0.0,0,0
1,CASH_OUT,102153.86,1776.23,0.0,230676.07,353532.56,0,0
1,PAYMENT,584.52,15479.0,14894.48,0.0,0.0,0,0
1,PAYMENT,6113.14,15629.0,9515.86,0.0,0.0,0,0
1,CASH_OUT,369989.2,9515.86,0.0,518243.06,4619798.56,0,0
1,CASH_OUT,215338.28,0.0,0.0,285755.61,31469.78,0,0
1,CASH_OUT,65521.42,0.0,0.0,93337.06,0.0,0,0
1,CASH_OUT,116977.58,0.0,0.0,191043.06,1363368.51,0,0
1,CASH_OUT,262392.36,0.0,0.0,457286.01,1186556.81,0,0
1,CASH_OUT,51121.05,0.0,0.0,308020.64,1363368.51,0,0
1,CASH_OUT,202624.59,0.0,0.0,1056495.21,971418.91,0,0
1,CASH_OUT,118235.16,0.0,0.0,332829.93,353532.56,0,0
1,CASH_OUT,118056.71,0.0,0.0,272906.49,0.0,0,0
1,CASH_OUT,498960.91,0.0,0.0,608612.15,2107965.39,0,0
1,CASH_OUT,691738.36,0.0,0.0,6285707.02,19169204.93,0,0
1,CASH_OUT,58820.08,0.0,0.0,1107573.06,2107965.39,0,0
1,PAYMENT,4419.04,52951.0,48531.96,0.0,0.0,0,0
1,PAYMENT,4270.02,9516.0,5245.98,0.0,0.0,0,0
1,PAYMENT,3007.83,49905.0,46897.17,0.0,0.0,0,0
1,PAYMENT,1824.59,25138.0,23313.41,0.0,0.0,0,0
1,PAYMENT,993.46,19448.0,18454.54,0.0,0.0,0,0
1,CASH_OUT,302693.14,18454.54,0.0,306239.03,97263.78,0,0
1,PAYMENT,1445.06,10892.0,9446.94,0.0,0.0,0,0
1,PAYMENT,4059.25,4186.0,126.75,0.0,0.0,0,0
1,PAYMENT,3417.18,126.75,0.0,0.0,0.0,0,0
1,DEBIT,3428.95,147798.0,144369.05,1534657.01,5515763.34,0,0
1,PAYMENT,5580.98,7781.0,2200.02,0.0,0.0,0,0
1,DEBIT,3455.85,3509.0,53.15,1333014.31,1178808.14,0,0
1,PAYMENT,7265.63,14508.0,7242.37,0.0,0.0,0,0
1,PAYMENT,3852.64,1449076.27,1445223.63,0.0,0.0,0,0
1,PAYMENT,7870.29,1445223.63,1437353.34,0.0,0.0,0,0
1,DEBIT,12872.92,11197.0,0.0,51885.0,0.0,0,0
1,PAYMENT,6675.34,10107.0,3431.66,0.0,0.0,0,0
1,CASH_OUT,410201.89,21448.0,0.0,61613.0,424250.45,0,0
1,PAYMENT,13310.78,0.0,0.0,0.0,0.0,0,0
1,PAYMENT,664.35,102983.0,102318.65,0.0,0.0,0,0
1,PAYMENT,2130.3,10958.0,8827.7,0.0,0.0,0,0
1,PAYMENT,7771.4,8827.7,1056.3,0.0,0.0,0,0
1,PAYMENT,36349.35,1056.3,0.0,0.0,0.0,0,0
1,PAYMENT,749.34,0.0,0.0,0.0,0.0,0,0
1,PAYMENT,2340.34,0.0,0.0,0.0,0.0,0,0
1,PAYMENT,9686.85,0.0,0.0,0.0,0.0,0,0
1,PAYMENT,15785.85,0.0,0.0,0.0,0.0,0,0
1,PAYMENT,9006.78,0.0,0.0,0.0,0.0,0,0
1,PAYMENT,9014.95,0.0,0.0,0.0,0.0,0,0
1,PAYMENT,14420.66,0.0,0.0,0.0,0.0,0,0
1,PAYMENT,4802.31,0.0,0.0,0.0,0.0,0,0
1,PAYMENT,28527.44,0.0,0.0,0.0,0.0,0,0
1,PAYMENT,4182.93,0.0,0.0,0.0,0.0,0,0
1,PAYMENT,4088.21,0.0,0.0,0.0,0.0,0,0
1,PAYMENT,8491.9,0.0,0.0,0.0,0.0,0,0
1,DEBIT,6666.78,11876.0,5209.22,24777.0,189534.74,0,0
1,PAYMENT,6536.86,17319.0,10782.14,0.0,0.0,0,0
1,CASH_OUT,40684.97,10782.14,0.0,49530.0,66575.5,0,0
1,PAYMENT,1553.21,31516.0,29962.79,0.0,0.0,0,0
1,DEBIT,7344.92,0.0,0.0,185432.0,0.0,0,0
1,CASH_OUT,106267.21,0.0,0.0,241106.05,49864.36,0,0
1,PAYMENT,5491.5,36605.0,31113.5,0.0,0.0,0,0
1,PAYMENT,3666.42,48117.0,44450.58,0.0,0.0,0,0
1,PAYMENT,5507.18,36030.0,30522.82,0.0,0.0,0,0
1,DEBIT,4565.14,30265.0,25699.86,829892.09,1567434.81,0,0
1,PAYMENT,11348.71,734899.0,723550.29,0.0,0.0,0,0
1,TRANSFER,123179.97,7215.0,0.0,12904.68,43691.09,0,0
1,PAYMENT,7073.6,0.0,0.0,0.0,0.0,0,0
1,PAYMENT,2803.83,0.0,0.0,0.0,0.0,0,0
1,PAYMENT,106.81,0.0,0.0,0.0,0.0,0,0
1,PAYMENT,6297.71,762.0,0.0,0.0,0.0,0,0
1,PAYMENT,2610.01,58697.54,56087.54,0.0,0.0,0,0
1,PAYMENT,5320.1,56087.54,50767.43,0.0,0.0,0,0
1,PAYMENT,1460.63,1132.0,0.0,0.0,0.0,0,0
1,TRANSFER,522264.81,24.0,0.0,11361.0,2025098.66,0,0
1,DEBIT,3584.21,135496.0,131911.79,100614.05,24044.18,0,0
1,PAYMENT,3704.97,24553.0,20848.03,0.0,0.0,0,0
1,PAYMENT,2773.61,14332.0,11558.39,0.0,0.0,0,0
1,PAYMENT,3896.42,11558.39,7661.97,0.0,0.0,0,0
1,PAYMENT,18781.84,7661.97,0.0,0.0,0.0,0,0
1,PAYMENT,6660.33,17710.0,11049.67,0.0,0.0,0,0
1,TRANSFER,26923.42,11049.67,0.0,199404.91,95508.95,0,0
1,TRANSFER,53783.57,0.0,0.0,75514.0,420946.86,0,0
1,TRANSFER,80333.28,0.0,0.0,321592.98,277515.05,0,0
1,TRANSFER,211075.91,0.0,0.0,930082.81,1254956.07,0,0
1,TRANSFER,100677.86,0.0,0.0,701567.56,55974.56,0,0
1,TRANSFER,473499.51,0.0,0.0,883248.39,3461666.05,0,0
1,TRANSFER,1538200.39,0.0,0.0,6977445.38,19169204.93,0,0
1,TRANSFER,2421578.09,0.0,0.0,8515645.77,19169204.93,0,0
1,TRANSFER,1349670.68,0.0,0.0,1538085.96,5515763.34,0,0
1,TRANSFER,314403.14,0.0,0.0,888232.25,4619798.56,0,0
1,TRANSFER,1457213.54,0.0,0.0,10937223.86,19169204.93,0,0
1,TRANSFER,180368.84,0.0,0.0,1437353.34,16518.36,0,0
1,TRANSFER,445038.71,0.0,0.0,802245.42,55974.56,0,0
1,TRANSFER,1123206.66,0.0,0.0,1773963.18,3940085.21,0,0
1,DEBIT,996.0,46132.0,45136.0,88106.55,1015132.48,0,0
1,TRANSFER,176334.26,45136.0,0.0,1251626.46,2107778.11,0,0
1,TRANSFER,161217.61,0.0,0.0,199733.0,5602234.95,0,0
1,TRANSFER,108443.61,0.0,0.0,246974.3,0.0,0,0
1,TRANSFER,75442.68,0.0,0.0,80469.0,500631.71,0,0
1,TRANSFER,55536.86,0.0,0.0,915902.37,3420103.09,0,0
1,TRANSFER,438437.09,0.0,0.0,740675.45,6453430.91,0,0
1,TRANSFER,928722.69,0.0,0.0,1259119.8,971418.91,0,0
1,TRANSFER,1478772.04,0.0,0.0,1652668.12,22190.99,0,0
1,TRANSFER,2545478.01,0.0,0.0,12394437.4,19169204.93,0,0
1,TRANSFER,2061082.82,0.0,0.0,14939915.42,19169204.93,0,0
1,TRANSFER,983479.66,0.0,0.0,3131440.16,22190.99,0,0
1,TRANSFER,635507.97,0.0,0.0,834457.23,1567434.81,0,0
1,TRANSFER,848231.57,0.0,0.0,4114919.82,22190.99,0,0
1,TRANSFER,739112.93,0.0,0.0,1141158.73,1254956.07,0,0
